OBJECTID,Shape_Leng,Tw_Avg_01_Mohseni,Tw_Avg_02_Mohseni,Tw_Avg_03_Mohseni,Tw_Avg_04_Mohseni,Tw_Avg_05_Mohseni,Tw_Avg_06_Mohseni,Tw_Avg_07_Mohseni,Tw_Avg_08_Mohseni,Tw_Avg_09_Mohseni,Tw_Avg_10_Mohseni,Tw_Avg_11_Mohseni,Tw_Avg_12_Mohseni,Slope,F01_Q0001E,F02_Q0001E,F03_Q0001E,F04_Q0001E,F05_Q0001E,F06_Q0001E,F07_Q0001E,F08_Q0001E,F09_Q0001E,F10_Q0001E,F11_Q0001E,F12_Q0001E,MA_Q0001E,PercMAD_01,PercMAD_02,PercMAD_03,PercMAD_04,PercMAD_05,PercMAD_06,PercMAD_07,PercMAD_08,PercMAD_09,PercMAD_10,PercMAD_11,PercMAD_12,F01_V0001E,F02_V0001E,F03_V0001E,F04_V0001E,F05_V0001E,F06_V0001E,F07_V0001E,F08_V0001E,F09_V0001E,F10_V0001E,F11_V0001E,F12_V0001E,HabSuit_08,HabRating_08,Length_km,Length_km_QW,UID,Reach_ID,Shape_Length,DS_Barrier,DS_Barrier_Name
2418,0.633801115,1.893497055,2.801449691,5.197406758,8.758596388,10.97721105,13.87763156,16.75053538,15.24995805,12.16654049,7.866703111,4.209972707,2.257684079,0.788891008,5.748,6.561,13.876,31.768,63.927,46.651,15.241,6.967,5.142,4.895,4.35,4.581,15.003,38.31233753,43.73125375,92.48816903,211.7443178,426.094781,310.9444778,101.5863494,46.43737919,34.27314537,32.62680797,28.99420116,30.53389322,0.86962,0.91047,1.20208,1.6975,2.32313,2.01298,1.24954,0.92935,0.83585,0.82178,0.79071,0.80591,Good,0.75,0.633801115,0.475350836,30320,ReachID_030320,633.8011147,6,Cutler
2419,1.051321278,1.887053655,2.13265153,3.908990457,6.563060979,9.03051097,12.04347579,14.99637592,14.06740791,11.17301636,6.991233924,3.641811328,1.947053508,9.226484995,5.101,5.732,8.558,17.657,37.801,30.282,10.553,4.943,3.698,3.563,3.411,3.98,9.383,54.36427582,61.08920388,91.20750293,188.1807524,402.8668869,322.7326015,112.4693595,52.68037941,39.41170201,37.97292977,36.35297879,42.41713738,1.04625,1.09338,1.27956,1.73504,2.44565,2.20821,1.39386,1.03402,0.93039,0.91823,0.90428,0.95515,Good,0.75,1.051321278,0.788490959,13398,ReachID_013398,1051.321278,6,Cutler
2420,3.217795687,1.900481802,2.144618613,3.988464056,6.671443726,9.11300298,12.06066131,15.01466146,14.08233027,11.19333534,7.000312481,3.670172705,1.962158423,5.656045868,5.101,5.732,8.558,17.657,37.801,30.282,10.553,4.943,3.698,3.563,3.411,3.98,9.383,54.36427582,61.08920388,91.20750293,188.1807524,402.8668869,322.7326015,112.4693595,52.68037941,39.41170201,37.97292977,36.35297879,42.41713738,1.04625,1.09338,1.27956,1.73504,2.44565,2.20821,1.39386,1.03402,0.93039,0.91823,0.90428,0.95515,Good,0.75,3.217795687,2.413346765,35872,ReachID_035872,3217.795687,6,Cutler
2421,5.922831587,1.850121193,2.537012967,5.057253764,8.7625892,10.41959317,12.97758434,15.82958175,14.80578337,12.1402546,7.972007661,4.194351766,2.221079092,0.033767632,70.644,91.881,150.554,332.071,529.044,266.984,85.523,64.91,71.737,78.165,72.205,68.778,150.951,46.79929249,60.86809627,99.73700075,219.9859557,350.4739949,176.8679903,56.65613345,43.00070884,47.52336851,51.781704,47.83340289,45.56312976,0.77238,0.84188,1.00183,1.36381,1.65992,1.24836,0.82194,0.75199,0.77618,0.79799,0.7778,0.76583,Good,0.75,5.922831587,4.44212369,56248,ReachID_056248,5922.831587,6,Cutler
2422,9.36627576,1.855147913,2.473129931,5.066556013,8.895894168,10.61072841,13.27473237,16.37426663,15.36307122,12.48273036,8.081072888,4.220040715,2.213388275,0.010676602,70.706,91.98,152.132,337.405,542.128,276.069,87.507,65.75,72.485,78.824,72.634,68.862,153.893,45.94490977,59.7688004,98.85569844,219.2464894,352.275932,179.3902257,56.86223545,42.72449039,47.10090777,51.22000351,47.19772829,44.74667464,0.77238,0.84188,1.00183,1.36381,1.65992,1.24836,0.82194,0.75199,0.77618,0.79799,0.7778,0.76583,Good,0.75,9.36627576,7.02470682,29885,ReachID_029885,9366.27576,6,Cutler
2423,0.251958282,1.85420433,2.768063794,5.118053084,8.808676681,10.49111821,13.02725597,15.87489867,14.84462996,12.19669084,8.020390673,4.233574559,2.24774005,0.396891101,70.644,91.881,150.554,332.071,529.044,266.984,85.523,64.91,71.737,78.165,72.205,68.778,150.951,46.79929249,60.86809627,99.73700075,219.9859557,350.4739949,176.8679903,56.65613345,43.00070884,47.52336851,51.781704,47.83340289,45.56312976,0.77238,0.84188,1.00183,1.36381,1.65992,1.24836,0.82194,0.75199,0.77618,0.79799,0.7778,0.76583,Good,0.75,0.251958282,0.188968711,61578,ReachID_061578,251.9582818,6,Cutler
2424,3.401322254,1.810651953,1.991502649,2.989072954,5.074640742,7.814660869,10.58094987,13.54280362,12.77046751,10.39774517,6.463833672,3.261392297,1.776316429,5.46846156,0.386,1.745,3.424,5.73,6.415,2.412,0.958,0.587,0.599,0.815,0.742,1.097,1.493,25.85398526,116.8787676,229.3369056,383.7910248,429.6718017,161.5539183,64.16610851,39.31681179,40.12056263,54.5880777,49.69859344,73.47622237,0.63544,1.03706,1.35064,1.67837,1.76303,1.17371,0.83834,0.71697,0.72139,0.79475,0.77111,0.87787,Fair,0.25,3.401322254,0.850330564,26015,ReachID_026015,3401.322254,6,Cutler
2425,0.041790817,1.822699405,2.01017354,3.033042728,5.239895569,7.991172563,11.01014989,14.11664847,13.19287088,10.70633181,6.618040824,3.331877442,1.813139977,11.9643508,0.386,1.745,3.424,5.73,6.415,2.412,0.958,0.587,0.599,0.815,0.742,1.097,1.493,25.85398526,116.8787676,229.3369056,383.7910248,429.6718017,161.5539183,64.16610851,39.31681179,40.12056263,54.5880777,49.69859344,73.47622237,0.63544,1.03706,1.35064,1.67837,1.76303,1.17371,0.83834,0.71697,0.72139,0.79475,0.77111,0.87787,Poor,0.1,0.041790817,0.004179082,82347,ReachID_082347,41.79081743,6,Cutler
2426,0.227215686,1.822657111,2.723083838,5.079807896,8.728031993,10.53583886,13.00273846,15.86801296,14.82971702,12.13897878,7.936839767,4.209747815,2.211292316,0.44011046,221.916,229.247,292.715,458.678,836.539,880.677,434.387,279.593,255.22,230.187,216.258,196.019,392.295,56.56865369,58.43740043,74.6160415,116.9217043,213.2423304,224.4935571,110.7296805,71.27110975,65.05818325,58.67701602,55.12637174,49.96724404,1.43194,1.4515,1.60991,1.96046,2.58143,2.64434,1.91341,1.57859,1.51854,1.45399,1.41664,1.3603,Excellent,1,0.227215686,0.227215686,50794,ReachID_050794,227.2156856,6,Cutler
2427,5.789579053,1.822657111,2.723083838,5.079807896,8.728031993,10.53583886,13.00273846,15.86801296,14.82971702,12.13897878,7.936839767,4.209747815,2.211292316,0.155451716,239.864,231.091,299.295,518.496,828.964,667.17,200.601,79.184,145.248,230.223,216.28,196.019,392.388,61.1292904,58.89349318,76.27526836,132.1385975,211.2613026,170.0281354,51.12312303,20.18002589,37.01642252,58.67228356,55.11891291,49.95540129,1.264605455,1.264595455,1.400911818,1.730339091,2.201814545,2.135444545,1.440682727,1.130394545,1.198338182,1.26483,1.233636364,1.186578182,Fair,0.25,5.789579053,1.447394763,67216,ReachID_067216,5789.579053,6,Cutler
2428,1.097064568,1.822657111,2.723083838,5.079807896,8.728031993,10.53583886,13.00273846,15.86801296,14.82971702,12.13897878,7.936839767,4.209747815,2.211292316,0.182304675,221.916,229.247,292.715,458.678,836.539,880.677,434.387,279.593,255.22,230.187,216.258,196.019,392.295,56.56865369,58.43740043,74.6160415,116.9217043,213.2423304,224.4935571,110.7296805,71.27110975,65.05818325,58.67701602,55.12637174,49.96724404,1.43194,1.4515,1.60991,1.96046,2.58143,2.64434,1.91341,1.57859,1.51854,1.45399,1.41664,1.3603,Excellent,1,1.097064568,1.097064568,87112,ReachID_087112,1097.064568,6,Cutler
2429,23.51692608,1.845422575,2.755360108,5.107278314,8.786377031,10.50319452,13.020481,15.8730116,14.84055204,12.18086591,7.99741383,4.226767518,2.237341732,0.017009026,239.864,231.091,299.395,518.66,829.675,667.786,200.711,79.249,145.347,230.296,216.327,196.019,392.572,61.10063886,58.86588957,76.26499088,132.1184394,211.3433969,170.1053565,51.12718177,20.18712491,37.02429109,58.66337895,55.10505079,49.931987,1.025878182,1.011814545,1.11549,1.388944545,1.695041818,1.544073636,0.961070909,0.706854545,0.85827,1.01052,0.987572727,0.952945455,Fair,0.25,23.51692608,5.879231519,15201,ReachID_015201,23516.92608,6,Cutler
2430,0.060268609,1.711088929,1.87087417,2.875885719,4.509553212,6.879660774,9.860241911,12.65502078,11.76762472,9.200275358,5.620227831,2.865251987,1.62971412,14.93314708,3.449,3.928,4.054,7.714,14.802,12.031,4.295,2.166,1.816,1.863,1.96,2.456,3.921,87.96225453,100.1785259,103.3919918,196.7355267,377.5057383,306.8349911,109.5383831,55.24100995,46.31471563,47.51338944,49.98724815,62.63708238,1.12671,1.18522,1.20004,1.56313,2.08196,1.89712,1.22781,0.9476,0.89049,0.89844,0.91456,0.9917,Poor,0.1,0.060268609,0.006026861,13763,ReachID_013763,60.26860882,6,Cutler
2431,5.13848304,1.830449197,2.008680107,3.083735923,4.867925591,7.225746378,10.32184363,13.15819369,12.30864509,9.839162897,6.141586288,3.170653613,1.768592657,9.613732227,3.449,3.928,4.054,7.714,14.802,12.031,4.295,2.166,1.816,1.863,1.96,2.456,3.921,87.96225453,100.1785259,103.3919918,196.7355267,377.5057383,306.8349911,109.5383831,55.24100995,46.31471563,47.51338944,49.98724815,62.63708238,1.12671,1.18522,1.20004,1.56313,2.08196,1.89712,1.22781,0.9476,0.89049,0.89844,0.91456,0.9917,Good,0.75,5.13848304,3.85386228,28890,ReachID_028890,5138.48304,6,Cutler
2432,2.10071137,1.781519418,2.023668875,3.279334799,5.317987584,7.763064471,10.81909623,13.69013121,12.77977386,10.05818195,6.213667786,3.184242055,1.760397971,3.046587023,4.343,4.614,2.889,7.361,16.589,16.899,6.675,3.239,2.5,2.545,2.633,3.301,4.98,87.20883534,92.65060241,58.01204819,147.811245,333.1124498,339.3373494,134.0361446,65.04016064,50.20080321,51.10441767,52.87148594,66.28514056,1.15567,1.18335,0.99075,1.42965,2.03457,2.05162,1.37289,1.03348,0.94031,0.94633,0.95795,1.04081,Excellent,1,2.10071137,2.10071137,48353,ReachID_048353,2100.71137,6,Cutler
2433,0.472554815,1.864180732,2.196660591,3.776691982,6.379761892,8.888612097,12.01379268,14.9644623,14.04152255,11.13817646,6.975805359,3.594916593,1.92216353,12.90855539,4.419,4.693,3.098,7.882,17.883,17.967,6.988,3.377,2.597,2.626,2.696,3.364,5.27,83.85199241,89.0512334,58.78557875,149.5635674,339.3358634,340.9297913,132.5996205,64.07969639,49.27893738,49.82922201,51.15749526,63.83301708,1.163494545,1.191379091,1.002493636,1.448689091,2.065669091,2.079318182,1.387292727,1.042837273,0.948118182,0.95356,0.964560909,1.047745455,Poor,0.1,0.472554815,0.047255481,97610,ReachID_097610,472.5548145,6,Cutler
2434,0.150839346,1.864180732,2.196660591,3.776691982,6.379761892,8.888612097,12.01379268,14.9644623,14.04152255,11.13817646,6.975805359,3.594916593,1.92216353,10.60731197,4.419,4.693,3.098,7.882,17.883,17.967,6.988,3.377,2.597,2.626,2.696,3.364,5.27,83.85199241,89.0512334,58.78557875,149.5635674,339.3358634,340.9297913,132.5996205,64.07969639,49.27893738,49.82922201,51.15749526,63.83301708,1.18436,1.21279,1.03381,1.49946,2.1486,2.15318,1.4257,1.06779,0.96894,0.97284,0.98219,1.06624,Poor,0.1,0.150839346,0.015083935,71494,ReachID_071494,150.839346,6,Cutler
2435,1.955412894,1.864180732,2.196660591,3.776691982,6.379761892,8.888612097,12.01379268,14.9644623,14.04152255,11.13817646,6.975805359,3.594916593,1.92216353,16.82509106,4.343,4.614,2.889,7.361,16.589,16.899,6.675,3.239,2.5,2.545,2.633,3.301,4.98,87.20883534,92.65060241,58.01204819,147.811245,333.1124498,339.3373494,134.0361446,65.04016064,50.20080321,51.10441767,52.87148594,66.28514056,1.15567,1.18335,0.99075,1.42965,2.03457,2.05162,1.37289,1.03348,0.94031,0.94633,0.95795,1.04081,Poor,0.1,1.955412894,0.195541289,50351,ReachID_050351,1955.412894,6,Cutler
2436,0.214735579,1.864180732,2.196660591,3.776691982,6.379761892,8.888612097,12.01379268,14.9644623,14.04152255,11.13817646,6.975805359,3.594916593,1.92216353,6.053957177,4.343,4.614,2.889,7.361,16.589,16.899,6.675,3.239,2.5,2.545,2.633,3.301,4.98,87.20883534,92.65060241,58.01204819,147.811245,333.1124498,339.3373494,134.0361446,65.04016064,50.20080321,51.10441767,52.87148594,66.28514056,1.15567,1.18335,0.99075,1.42965,2.03457,2.05162,1.37289,1.03348,0.94031,0.94633,0.95795,1.04081,Good,0.75,0.214735579,0.161051684,56338,ReachID_056338,214.7355791,6,Cutler
2437,0.162896026,1.864180732,2.196660591,3.776691982,6.379761892,8.888612097,12.01379268,14.9644623,14.04152255,11.13817646,6.975805359,3.594916593,1.92216353,2.455554077,4.343,4.614,2.889,7.361,16.589,16.899,6.675,3.239,2.5,2.545,2.633,3.301,4.98,87.20883534,92.65060241,58.01204819,147.811245,333.1124498,339.3373494,134.0361446,65.04016064,50.20080321,51.10441767,52.87148594,66.28514056,1.15567,1.18335,0.99075,1.42965,2.03457,2.05162,1.37289,1.03348,0.94031,0.94633,0.95795,1.04081,Excellent,1,0.162896026,0.162896026,34373,ReachID_034373,162.8960257,6,Cutler
2438,0.648927726,1.864180732,2.196660591,3.776691982,6.379761892,8.888612097,12.01379268,14.9644623,14.04152255,11.13817646,6.975805359,3.594916593,1.92216353,5.701713538,4.343,4.614,2.889,7.361,16.589,16.899,6.675,3.239,2.5,2.545,2.633,3.301,4.98,87.20883534,92.65060241,58.01204819,147.811245,333.1124498,339.3373494,134.0361446,65.04016064,50.20080321,51.10441767,52.87148594,66.28514056,1.15567,1.18335,0.99075,1.42965,2.03457,2.05162,1.37289,1.03348,0.94031,0.94633,0.95795,1.04081,Excellent,1,0.648927726,0.648927726,77737,ReachID_077737,648.927726,6,Cutler
2439,0.565911506,1.864180732,2.196660591,3.776691982,6.379761892,8.888612097,12.01379268,14.9644623,14.04152255,11.13817646,6.975805359,3.594916593,1.92216353,17.67060731,4.343,4.614,2.889,7.361,16.589,16.899,6.675,3.239,2.5,2.545,2.633,3.301,4.98,87.20883534,92.65060241,58.01204819,147.811245,333.1124498,339.3373494,134.0361446,65.04016064,50.20080321,51.10441767,52.87148594,66.28514056,1.15567,1.18335,0.99075,1.42965,2.03457,2.05162,1.37289,1.03348,0.94031,0.94633,0.95795,1.04081,Poor,0.1,0.565911506,0.056591151,40062,ReachID_040062,565.9115062,6,Cutler
2440,0.114983453,1.864180732,2.196660591,3.776691982,6.379761892,8.888612097,12.01379268,14.9644623,14.04152255,11.13817646,6.975805359,3.594916593,1.92216353,10.43628424,4.343,4.614,2.889,7.361,16.589,16.899,6.675,3.239,2.5,2.545,2.633,3.301,4.98,87.20883534,92.65060241,58.01204819,147.811245,333.1124498,339.3373494,134.0361446,65.04016064,50.20080321,51.10441767,52.87148594,66.28514056,1.15567,1.18335,0.99075,1.42965,2.03457,2.05162,1.37289,1.03348,0.94031,0.94633,0.95795,1.04081,Poor,0.1,0.114983453,0.011498345,44486,ReachID_044486,114.9834531,6,Cutler
2441,0.500258956,1.864180732,2.196660591,3.776691982,6.379761892,8.888612097,12.01379268,14.9644623,14.04152255,11.13817646,6.975805359,3.594916593,1.92216353,3.198343537,4.343,4.614,2.889,7.361,16.589,16.899,6.675,3.239,2.5,2.545,2.633,3.301,4.98,87.20883534,92.65060241,58.01204819,147.811245,333.1124498,339.3373494,134.0361446,65.04016064,50.20080321,51.10441767,52.87148594,66.28514056,1.15567,1.18335,0.99075,1.42965,2.03457,2.05162,1.37289,1.03348,0.94031,0.94633,0.95795,1.04081,Excellent,1,0.500258956,0.500258956,88270,ReachID_088270,500.2589565,6,Cutler
2442,0.704604937,1.860869042,2.765307631,5.142620489,8.74390316,10.77426245,13.47650472,16.3476033,15.05775432,12.15347901,7.898223938,4.209634887,2.236265514,0.425770505,113.242,111.195,142.498,274.787,648.054,759.211,353.928,190.728,153.26,142.837,134.665,119.917,259.92,43.56802093,42.78047091,54.82379194,105.7198369,249.3282548,292.0941059,136.1680517,73.37950139,58.96429671,54.95421668,51.81017236,46.13611881,0.98563,0.979100909,1.073477273,1.392670909,2.018428182,2.168432727,1.548702727,1.201609091,1.103667273,1.074478182,1.05089,1.006541818,Good,0.75,0.704604937,0.528453702,60646,ReachID_060646,704.6049365,6,Cutler
2443,2.417063533,1.796766261,2.09266989,3.382097035,5.445413436,7.843157766,10.86925525,13.71252265,12.7869386,10.0851965,6.237715744,3.208762895,1.778778516,19.56920013,1.815,2.559,2.066,2.256,3.301,2.073,0.902,0.526,0.515,0.641,0.771,1.155,0.919,197.4972797,278.4548422,224.8095756,245.484222,359.1947769,225.5712731,98.15016322,57.23612622,56.03917301,69.74972797,83.89553863,125.6800871,1.31409,1.51534,1.38569,1.43721,1.69006,1.38763,1.00217,0.8294,0.82358,0.88708,0.94669,1.0995,Poor,0.1,2.417063533,0.241706353,75806,ReachID_075806,2417.063533,6,Cutler
2444,0.051066733,1.864180732,2.196660591,3.776691982,6.379761892,8.888612097,12.01379268,14.9644623,14.04152255,11.13817646,6.975805359,3.594916593,1.92216353,7.832888015,1.815,2.559,2.066,2.256,3.301,2.073,0.902,0.526,0.515,0.641,0.771,1.155,0.919,197.4972797,278.4548422,224.8095756,245.484222,359.1947769,225.5712731,98.15016322,57.23612622,56.03917301,69.74972797,83.89553863,125.6800871,1.31409,1.51534,1.38569,1.43721,1.69006,1.38763,1.00217,0.8294,0.82358,0.88708,0.94669,1.0995,Good,0.75,0.051066733,0.03830005,2242,ReachID_002242,51.06673289,6,Cutler
2445,0.960405836,1.864180732,2.196660591,3.776691982,6.379761892,8.888612097,12.01379268,14.9644623,14.04152255,11.13817646,6.975805359,3.594916593,1.92216353,29.46670973,1.815,2.559,2.066,2.256,3.301,2.073,0.902,0.526,0.515,0.641,0.771,1.155,0.919,197.4972797,278.4548422,224.8095756,245.484222,359.1947769,225.5712731,98.15016322,57.23612622,56.03917301,69.74972797,83.89553863,125.6800871,1.31409,1.51534,1.38569,1.43721,1.69006,1.38763,1.00217,0.8294,0.82358,0.88708,0.94669,1.0995,Poor,0.1,0.960405836,0.096040584,34595,ReachID_034595,960.4058364,6,Cutler
2446,1.46747252,1.743561579,2.02679689,3.085251631,4.76122976,7.042897463,9.964598622,12.70264042,11.7826634,9.256106158,5.669329129,2.914859825,1.667389576,25.34970807,1.692,2.436,2.918,2.767,3.693,1.856,0.769,0.455,0.46,0.588,0.589,0.858,0.939,180.1916933,259.4249201,310.7561235,294.6751864,393.2907348,197.657082,81.89563365,48.45580405,48.98828541,62.61980831,62.72630458,91.37380192,1.29893,1.51043,1.63137,1.59456,1.80763,1.34881,0.96004,0.80156,0.80443,0.8735,0.87401,0.99906,Poor,0.1,1.46747252,0.146747252,73032,ReachID_073032,1467.47252,6,Cutler
2447,1.729714571,1.852666391,2.17755044,3.707893178,6.215201359,8.707989796,11.81883211,14.75318564,13.82906829,10.95845561,6.848501307,3.527915919,1.897501208,24.3392758,1.692,2.436,2.918,2.767,3.693,1.856,0.769,0.455,0.46,0.588,0.589,0.858,0.939,180.1916933,259.4249201,310.7561235,294.6751864,393.2907348,197.657082,81.89563365,48.45580405,48.98828541,62.61980831,62.72630458,91.37380192,1.29893,1.51043,1.63137,1.59456,1.80763,1.34881,0.96004,0.80156,0.80443,0.8735,0.87401,0.99906,Poor,0.1,1.729714571,0.172971457,49708,ReachID_049708,1729.714571,6,Cutler
2448,7.229691084,1.755628728,2.035687595,3.148956974,4.897200152,7.215099428,10.15631001,12.96909063,12.03521649,9.446272822,5.785309612,2.978063769,1.689912625,15.68531749,3.889,3.852,3.738,6.35,12.536,10.898,5.101,2.522,2.014,2.192,2.112,2.712,3.783,102.802009,101.8239492,98.81046788,167.8561988,331.3772139,288.0782448,134.840074,66.66666667,53.23817076,57.94343114,55.82870738,71.68913561,1.25257,1.24779,1.23253,1.53304,2.06597,1.94008,1.39886,1.05859,0.97413,1.00475,0.99097,1.08809,Poor,0.1,7.229691084,0.722969108,68864,ReachID_068864,7229.691084,6,Cutler
2449,0.534216901,1.711088929,1.87087417,2.875885719,4.509553212,6.879660774,9.860241911,12.65502078,11.76762472,9.200275358,5.620227831,2.865251987,1.62971412,10.29544365,3.661,4.353,6.033,11.836,22.222,14.783,5.329,2.666,2.191,2.267,2.159,2.663,5.314,68.8934889,81.91569439,113.5302973,222.732405,418.1783967,278.1896876,100.2822732,50.16936394,41.23071133,42.66089575,40.62852842,50.1129093,1.02508,1.09409,1.24277,1.64477,2.17563,1.81224,1.18319,0.914,0.85407,0.86404,0.84982,0.91363,Poor,0.1,0.534216901,0.05342169,21267,ReachID_021267,534.216901,6,Cutler
2450,12.15841845,1.782022495,1.950959802,2.96595549,4.705436358,7.161049419,9.958475486,12.712778,11.98122079,9.59098445,5.969936205,3.057123717,1.704396344,5.272067272,3.661,4.353,6.033,11.836,22.222,14.783,5.329,2.666,2.191,2.267,2.159,2.663,5.314,68.8934889,81.91569439,113.5302973,222.732405,418.1783967,278.1896876,100.2822732,50.16936394,41.23071133,42.66089575,40.62852842,50.1129093,1.02508,1.09409,1.24277,1.64477,2.17563,1.81224,1.18319,0.914,0.85407,0.86404,0.84982,0.91363,Good,0.75,12.15841845,9.118813839,18622,ReachID_018622,12158.41845,6,Cutler
2451,6.684552395,1.953196549,2.408318838,4.6995864,8.063212298,10.19054987,13.14619745,16.56800797,15.38327098,12.12729623,7.533727863,3.919279814,2.112964587,8.287765093,0.785,3.203,4.951,4.071,2.619,0.928,0.42,0.285,0.37,0.631,0.632,0.502,0.859,91.38533178,372.8754366,576.3678696,473.9231665,304.8894063,108.032596,48.89406286,33.17811409,43.07334109,73.45750873,73.57392317,58.44004657,0.955814545,1.59082,1.891691818,1.7565,1.461594545,0.970011818,0.744791818,0.66158,0.708000909,0.830823636,0.844566364,0.818998182,Good,0.75,6.684552395,5.013414296,22294,ReachID_022294,6684.552395,6,Cutler
2452,2.777364549,1.908564871,2.422395913,4.819557183,8.501231375,10.47474709,13.40234856,16.87919983,15.78965003,12.51604953,7.826557344,4.043592175,2.131934132,3.240482062,0.785,3.271,5.434,4.446,2.889,1.033,0.469,0.324,0.452,0.773,0.765,0.502,0.966,81.26293996,338.6128364,562.5258799,460.2484472,299.068323,106.9358178,48.55072464,33.54037267,46.79089027,80.02070393,79.19254658,51.96687371,0.852572727,1.466997273,1.806396364,1.656760909,1.377942727,0.926732727,0.714816364,0.640815455,0.698445455,0.828235455,0.825272727,0.737574545,Good,0.75,2.777364549,2.083023412,91804,ReachID_091804,2777.364549,6,Cutler
2453,1.01685263,1.845963596,2.427195359,5.011014254,9.160137023,11.4340375,14.64227654,18.41821183,17.33572838,13.70894611,8.43539413,4.229261156,2.179808464,1.966853348,0.785,3.271,5.434,4.446,2.889,1.033,0.469,0.324,0.452,0.773,0.765,0.502,0.966,81.26293996,338.6128364,562.5258799,460.2484472,299.068323,106.9358178,48.55072464,33.54037267,46.79089027,80.02070393,79.19254658,51.96687371,0.81377,1.3867,1.72026,1.57756,1.31788,0.89309,0.69284,0.62429,0.68537,0.80966,0.80689,0.70697,Good,0.75,1.01685263,0.762639473,79260,ReachID_079260,1016.85263,6,Cutler
2454,1.092041207,1.832697767,2.415737784,5.051407321,9.293462302,12.19174569,15.77887435,19.81221779,18.60910807,14.59019467,8.739487038,4.268989963,2.209878558,1.190431269,0.785,3.271,5.434,4.446,2.889,1.033,0.469,0.324,0.452,0.773,0.765,0.502,0.966,81.26293996,338.6128364,562.5258799,460.2484472,299.068323,106.9358178,48.55072464,33.54037267,46.79089027,80.02070393,79.19254658,51.96687371,0.81377,1.3867,1.72026,1.57756,1.31788,0.89309,0.69284,0.62429,0.68537,0.80966,0.80689,0.70697,Fair,0.25,1.092041207,0.273010302,24573,ReachID_024573,1092.041207,6,Cutler
2455,0.174638548,1.832697767,2.415737784,5.051407321,9.293462302,12.19174569,15.77887435,19.81221779,18.60910807,14.59019467,8.739487038,4.268989963,2.209878558,2.290445059,0.785,3.271,5.434,4.446,2.889,1.033,0.469,0.324,0.452,0.773,0.765,0.502,0.966,81.26293996,338.6128364,562.5258799,460.2484472,299.068323,106.9358178,48.55072464,33.54037267,46.79089027,80.02070393,79.19254658,51.96687371,0.81377,1.3867,1.72026,1.57756,1.31788,0.89309,0.69284,0.62429,0.68537,0.80966,0.80689,0.70697,Fair,0.25,0.174638548,0.043659637,79909,ReachID_079909,174.6385483,6,Cutler
2456,4.600655395,1.827997165,2.401941597,5.012551697,9.099226628,11.96392085,15.42919173,19.33950675,18.11607435,14.23714485,8.591412039,4.239093656,2.213629485,0.30430447,0.785,3.405,6.321,5.095,3.463,1.268,0.582,0.43,0.675,1.133,1.093,0.502,1.201,65.36219817,283.5137386,526.3114072,424.2298085,288.3430475,105.5786844,48.45961699,35.80349709,56.20316403,94.33805162,91.00749376,41.79850125,0.81377,1.3867,1.72026,1.57756,1.31788,0.89309,0.69284,0.62429,0.68537,0.80966,0.80689,0.70697,Fair,0.25,4.600655395,1.150163849,98688,ReachID_098688,4600.655395,6,Cutler
2457,0.96868845,1.779624221,1.945119349,2.876871731,4.659419254,7.359089385,9.485507469,12.0620791,11.67769409,9.60245119,6.067078328,3.082930272,1.682036535,9.497377617,0.576,1.479,2.154,2.309,2.681,0.951,0.421,0.271,0.301,0.42,0.454,0.643,0.628,91.71974522,235.5095541,342.9936306,367.6751592,426.910828,151.433121,67.03821656,43.15286624,47.92993631,66.87898089,72.29299363,102.388535,0.82419,1.15943,1.34747,1.38653,1.47553,0.98153,0.7451,0.65401,0.67383,0.74454,0.76295,0.85522,Good,0.75,0.96868845,0.726516337,60125,ReachID_060125,968.6884497,6,Cutler
2458,0.984714434,1.779624221,1.945119349,2.876871731,4.659419254,7.359089385,9.485507469,12.0620791,11.67769409,9.60245119,6.067078328,3.082930272,1.682036535,4.671405073,0.576,1.479,2.154,2.309,2.681,0.951,0.421,0.271,0.301,0.42,0.454,0.643,0.628,91.71974522,235.5095541,342.9936306,367.6751592,426.910828,151.433121,67.03821656,43.15286624,47.92993631,66.87898089,72.29299363,102.388535,0.82419,1.15943,1.34747,1.38653,1.47553,0.98153,0.7451,0.65401,0.67383,0.74454,0.76295,0.85522,Good,0.75,0.984714434,0.738535825,84671,ReachID_084671,984.7144335,6,Cutler
2459,0.174668559,1.779624221,1.945119349,2.876871731,4.659419254,7.359089385,9.485507469,12.0620791,11.67769409,9.60245119,6.067078328,3.082930272,1.682036535,4.007590181,0.576,1.479,2.154,2.309,2.681,0.951,0.421,0.271,0.301,0.42,0.454,0.643,0.628,91.71974522,235.5095541,342.9936306,367.6751592,426.910828,151.433121,67.03821656,43.15286624,47.92993631,66.87898089,72.29299363,102.388535,0.82419,1.15943,1.34747,1.38653,1.47553,0.98153,0.7451,0.65401,0.67383,0.74454,0.76295,0.85522,Good,0.75,0.174668559,0.131001419,76947,ReachID_076947,174.6685585,6,Cutler
